invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
i300372,c217292,food & beverage,2,10.46,05-01-2023,mall of istanbul
i245370,c336474,cosmetics,4,162.64,03-01-2023,viaport outlet
i141126,c168448,cosmetics,1,40.66,04-01-2023,metropol avm
i126571,c243452,clothing,3,900.24,25-02-2023,viaport outlet
i977587,c204116,clothing,4,1200.32,16-02-2023,metropol avm
i252034,c324518,toys,2,71.68,13-01-2023,istinye park
i382843,c244394,souvenir,1,11.73,12-01-2023,cevahir avm
i108934,c254246,clothing,5,1500.4,11-02-2023,metropol avm
i180791,c259755,books,2,30.3,08-03-2023,mall of istanbul
i246481,c192180,clothing,3,900.24,17-01-2023,emaar square mall
i223924,c110697,toys,1,35.84,09-01-2023,metrocity
i267665,c103773,toys,4,143.36,19-02-2023,zorlu center
i312241,c117844,clothing,2,600.16,26-02-2023,istinye park
i224840,c137520,clothing,2,600.16,10-01-2023,mall of istanbul
i198895,c299718,food & beverage,2,10.46,31-01-2023,metrocity
i499273,c881464,clothing,4,1200.32,20-01-2023,kanyon
i163013,c142836,clothing,3,900.24,06-02-2023,mall of istanbul
i538498,c490638,toys,4,143.36,01-02-2023,emaar square mall
i185164,c218325,shoes,3,1800.51,24-01-2023,mall of istanbul
i254861,c181253,cosmetics,4,162.64,28-02-2023,viaport outlet
i297614,c324311,clothing,1,300.08,07-02-2023,mall of istanbul
i225830,c242037,clothing,5,1500.4,25-02-2023,cevahir avm
i320229,c183902,toys,1,35.84,25-02-2023,emaar square mall
i562016,c307023,food & beverage,5,26.15,06-03-2023,forum istanbul
i506215,c251152,toys,2,71.68,16-02-2023,kanyon
i300597,c181049,shoes,5,3000.85,08-03-2023,forum istanbul
i251711,c303561,clothing,3,900.24,26-02-2023,forum istanbul
i985258,c174280,clothing,5,1500.4,01-01-2023,kanyon
i278655,c216475,cosmetics,1,40.66,13-01-2023,kanyon
i313739,c243321,shoes,3,1800.51,09-02-2023,metropol avm
i276824,c188254,clothing,1,300.08,27-01-2023,kanyon
i591945,c967411,toys,2,71.68,13-02-2023,forum istanbul
i251509,c213824,cosmetics,2,81.32,06-03-2023,metrocity
i385064,c365532,shoes,4,2400.68,26-02-2023,istinye park
i294343,c292600,toys,2,71.68,15-02-2023,zorlu center
i110639,c237735,toys,4,143.36,22-01-2023,metrocity
i182667,c377947,food & beverage,5,26.15,04-01-2023,metropol avm
i118587,c743987,food & beverage,2,10.46,16-01-2023,cevahir avm
i184445,c271328,books,1,15.15,12-02-2023,mall of istanbul
i165835,c606042,cosmetics,4,162.64,03-03-2023,mall of istanbul
i141940,c583645,clothing,5,1500.4,30-01-2023,kanyon
i640051,c213605,books,2,30.3,12-02-2023,istinye park
i325256,c138279,cosmetics,3,121.98,06-03-2023,metropol avm
i551572,c330253,cosmetics,5,203.3,28-02-2023,emaar square mall
i173884,c175807,cosmetics,5,203.3,05-01-2023,emaar square mall
i129602,c203766,technology,1,1050.0,28-01-2023,metrocity
i778619,c211457,clothing,4,1200.32,20-01-2023,metropol avm
i180153,c173302,cosmetics,2,81.32,02-02-2023,kanyon
i122973,c154493,clothing,3,900.24,10-01-2023,metrocity
i144524,c287707,clothing,1,300.08,10-02-2023,zorlu center
i333383,c313944,clothing,2,600.16,18-01-2023,metropol avm
i190797,c292192,technology,5,5250.0,14-02-2023,emaar square mall
i290399,c291505,toys,2,71.68,26-01-2023,kanyon
i222703,c265934,shoes,3,1800.51,07-02-2023,forum istanbul
i245564,c289338,clothing,2,600.16,01-01-2023,mall of istanbul
i137685,c121098,toys,4,143.36,01-01-2023,kanyon
i321318,c304164,toys,5,179.2,01-01-2023,istinye park
i300807,c302459,clothing,3,900.24,23-02-2023,metrocity
i795590,c251316,toys,3,107.52,25-01-2023,mall of istanbul
i312946,c678577,cosmetics,3,121.98,04-02-2023,istinye park
i177364,c331778,toys,4,143.36,19-01-2023,mall of istanbul
i122256,c264437,food & beverage,1,5.23,01-01-2023,metrocity
i241016,c218750,souvenir,3,35.19,07-02-2023,metrocity
i515486,c339995,souvenir,1,11.73,04-03-2023,istinye park
i274432,c333615,cosmetics,2,81.32,08-03-2023,metropol avm
i110804,c105807,toys,3,107.52,03-01-2023,zorlu center
i160222,c159693,shoes,5,3000.85,20-02-2023,kanyon
i148074,c273562,clothing,4,1200.32,24-02-2023,istinye park
i236787,c594692,food & beverage,2,10.46,22-02-2023,mall of istanbul
i125576,c842175,shoes,4,2400.68,22-01-2023,istinye park
i243311,c132246,clothing,3,900.24,03-03-2023,forum istanbul
i279737,c308775,toys,5,179.2,02-01-2023,metropol avm
i256652,c906018,clothing,3,900.24,13-02-2023,metrocity
i117117,c257447,cosmetics,3,121.98,02-03-2023,viaport outlet
i157671,c808557,cosmetics,3,121.98,01-02-2023,kanyon
i127628,c133434,clothing,3,900.24,16-01-2023,metrocity
i113728,c209716,clothing,4,1200.32,19-02-2023,mall of istanbul
i209580,c246832,food & beverage,4,20.92,04-03-2023,kanyon
i371873,c971436,clothing,3,900.24,12-01-2023,metrocity
i205175,c169976,clothing,3,900.24,31-01-2023,metropol avm
i429281,c134050,food & beverage,2,10.46,08-02-2023,mall of istanbul
i257102,c278148,books,5,75.75,30-01-2023,mall of istanbul
i184483,c207143,cosmetics,5,203.3,28-02-2023,kanyon
i199912,c336374,food & beverage,4,20.92,26-01-2023,kanyon
i897591,c302350,shoes,4,2400.68,06-01-2023,viaport outlet
i252056,c932441,clothing,4,1200.32,26-02-2023,metrocity
i301225,c235090,food & beverage,2,10.46,02-01-2023,metropol avm
i160380,c157782,books,3,45.45,02-01-2023,mall of istanbul
i214685,c335619,books,2,30.3,11-02-2023,emaar square mall
i322152,c710070,books,2,30.3,08-02-2023,metrocity
i273261,c275182,souvenir,4,46.92,17-02-2023,viaport outlet
i430899,c259237,food & beverage,4,20.92,21-02-2023,mall of istanbul
i288878,c385049,cosmetics,3,121.98,01-02-2023,zorlu center
i120030,c116606,shoes,5,3000.85,09-02-2023,mall of istanbul
i339515,c110969,cosmetics,1,40.66,12-02-2023,metrocity
i222934,c527285,souvenir,1,11.73,18-01-2023,mall of istanbul
i184884,c673066,cosmetics,5,203.3,26-01-2023,kanyon
i704384,c129700,cosmetics,4,162.64,28-02-2023,cevahir avm
i118213,c259617,clothing,3,900.24,26-02-2023,zorlu center
i926244,c249469,food & beverage,2,10.46,14-01-2023,forum istanbul
i209933,c313283,souvenir,2,23.46,22-02-2023,forum istanbul
i270544,c455671,books,1,15.15,01-02-2023,metrocity
i400801,c187040,food & beverage,2,10.46,06-02-2023,metrocity
i131684,c122762,clothing,3,900.24,28-01-2023,metrocity
i212970,c114628,clothing,5,1500.4,07-01-2023,istinye park
i131278,c191441,clothing,1,300.08,06-02-2023,kanyon
i214861,c773042,souvenir,5,58.65,07-02-2023,metrocity
i146110,c239514,food & beverage,2,10.46,20-01-2023,metrocity
i238484,c253605,shoes,5,3000.85,09-01-2023,metropol avm
i301796,c782590,shoes,2,1200.34,24-01-2023,metrocity
i297912,c315653,cosmetics,1,40.66,02-01-2023,cevahir avm
i247847,c812222,toys,3,107.52,04-03-2023,kanyon
i351965,c269715,toys,1,35.84,20-02-2023,mall of istanbul
i288481,c541025,cosmetics,3,121.98,24-02-2023,istinye park
i542451,c244734,cosmetics,3,121.98,12-01-2023,metropol avm
i322119,c140512,toys,5,179.2,01-01-2023,metrocity
i773549,c769569,clothing,3,900.24,28-02-2023,kanyon
i179698,c971686,toys,5,179.2,27-02-2023,istinye park
i249320,c256281,shoes,2,1200.34,08-02-2023,emaar square mall
i115640,c220395,food & beverage,3,15.69,05-02-2023,cevahir avm
i270968,c322048,food & beverage,4,20.92,18-02-2023,metropol avm
i949844,c262483,food & beverage,1,5.23,06-01-2023,metropol avm
i193724,c517780,toys,4,143.36,22-02-2023,emaar square mall
i312415,c317196,clothing,1,300.08,16-02-2023,metrocity
i133584,c295124,clothing,1,300.08,04-01-2023,metropol avm
i143588,c765889,clothing,1,300.08,29-01-2023,metrocity
i730397,c385215,cosmetics,3,121.98,13-01-2023,cevahir avm
i281908,c101068,toys,5,179.2,03-03-2023,viaport outlet
i517380,c261060,shoes,1,600.17,25-01-2023,mall of istanbul
i470317,c471164,clothing,2,600.16,11-02-2023,mall of istanbul
i216610,c166330,cosmetics,5,203.3,01-03-2023,viaport outlet
i883811,c272867,shoes,1,600.17,01-02-2023,mall of istanbul
i255113,c228911,clothing,2,600.16,15-02-2023,kanyon
i217301,c983848,clothing,5,1500.4,27-01-2023,metrocity
i203460,c261374,souvenir,1,11.73,06-03-2023,kanyon
i159515,c125424,food & beverage,2,10.46,27-02-2023,kanyon
i135183,c265293,food & beverage,5,26.15,08-02-2023,mall of istanbul
i208592,c278511,cosmetics,4,162.64,07-01-2023,emaar square mall
i585768,c114112,clothing,3,900.24,06-01-2023,mall of istanbul
i278286,c929166,cosmetics,3,121.98,25-02-2023,metrocity
i794410,c130783,clothing,2,600.16,16-02-2023,mall of istanbul
i144052,c204395,clothing,2,600.16,15-02-2023,kanyon
i294463,c129074,food & beverage,3,15.69,15-02-2023,mall of istanbul
i260603,c680405,cosmetics,5,203.3,13-02-2023,kanyon
i517785,c168059,technology,3,3150.0,21-02-2023,metropol avm
i164358,c226617,cosmetics,5,203.3,26-02-2023,mall of istanbul
i513890,c142176,clothing,2,600.16,02-01-2023,mall of istanbul
i284750,c223603,clothing,5,1500.4,09-02-2023,metrocity
i133496,c316943,shoes,1,600.17,16-01-2023,mall of istanbul
i140043,c644268,shoes,5,3000.85,24-02-2023,istinye park
i113167,c439858,souvenir,1,11.73,25-02-2023,mall of istanbul
i813748,c568348,clothing,3,900.24,07-03-2023,emaar square mall
i321236,c274618,souvenir,3,35.19,05-03-2023,metropol avm
i162233,c273115,clothing,4,1200.32,19-01-2023,emaar square mall
i273831,c869501,books,3,45.45,25-01-2023,istinye park
i281414,c159441,food & beverage,1,5.23,26-02-2023,istinye park
i828906,c237806,clothing,4,1200.32,19-01-2023,metropol avm
i167019,c150782,clothing,3,900.24,04-03-2023,metrocity
i518691,c299211,books,2,30.3,31-01-2023,istinye park
i205581,c156711,technology,1,1050.0,12-01-2023,cevahir avm
i128834,c643861,cosmetics,5,203.3,01-02-2023,istinye park
i151310,c281292,clothing,1,300.08,24-02-2023,kanyon
i973744,c293696,clothing,1,300.08,16-01-2023,zorlu center
i317017,c223168,books,3,45.45,04-02-2023,kanyon
i183994,c269376,technology,3,3150.0,25-01-2023,mall of istanbul
i151036,c225672,technology,2,2100.0,14-01-2023,emaar square mall
i240003,c696341,food & beverage,5,26.15,05-03-2023,mall of istanbul
i129791,c331205,technology,5,5250.0,05-03-2023,mall of istanbul
i132182,c220755,clothing,5,1500.4,26-01-2023,kanyon
i840535,c165504,food & beverage,4,20.92,03-02-2023,istinye park
i294018,c306595,technology,3,3150.0,11-01-2023,istinye park
i254324,c291689,clothing,1,300.08,31-01-2023,mall of istanbul
i246455,c289028,food & beverage,2,10.46,06-01-2023,metropol avm
i169262,c299323,clothing,5,1500.4,12-01-2023,metrocity
i265597,c702803,cosmetics,2,81.32,15-02-2023,zorlu center
i828940,c192050,cosmetics,3,121.98,13-01-2023,kanyon
i159901,c946325,souvenir,5,58.65,09-02-2023,kanyon
i308137,c104317,clothing,4,1200.32,07-02-2023,kanyon
i273194,c212641,clothing,5,1500.4,05-03-2023,emaar square mall
i214826,c306616,books,1,15.15,21-02-2023,mall of istanbul
i113399,c274619,toys,5,179.2,21-01-2023,kanyon
i260326,c978942,cosmetics,1,40.66,13-01-2023,istinye park
i194512,c170900,cosmetics,3,121.98,18-01-2023,mall of istanbul
i544427,c501752,clothing,4,1200.32,07-03-2023,istinye park
i136069,c562137,clothing,2,600.16,16-02-2023,cevahir avm
i334418,c319464,cosmetics,4,162.64,14-02-2023,metrocity
i242091,c339341,cosmetics,3,121.98,09-02-2023,istinye park
i954071,c389397,technology,4,4200.0,26-02-2023,metrocity
i225038,c242120,clothing,3,900.24,13-01-2023,emaar square mall
i111112,c165789,clothing,4,1200.32,08-01-2023,metrocity
i574151,c574716,clothing,4,1200.32,29-01-2023,kanyon
i405793,c286254,clothing,1,300.08,24-02-2023,istinye park
i841663,c192765,food & beverage,5,26.15,21-01-2023,kanyon
i222938,c318807,toys,5,179.2,14-01-2023,metropol avm
i594735,c307353,cosmetics,3,121.98,14-01-2023,mall of istanbul
i223461,c111257,food & beverage,4,20.92,24-01-2023,istinye park
i759933,c709605,shoes,4,2400.68,23-02-2023,metrocity
i277974,c207180,food & beverage,2,10.46,03-03-2023,kanyon
i281611,c573715,souvenir,1,11.73,27-01-2023,metrocity
i144365,c702214,shoes,1,600.17,03-03-2023,mall of istanbul
i129937,c254457,books,5,75.75,23-01-2023,zorlu center
i711904,c285243,clothing,4,1200.32,09-02-2023,mall of istanbul
i262199,c141987,food & beverage,4,20.92,04-01-2023,forum istanbul
i193884,c151427,clothing,4,1200.32,24-02-2023,kanyon
i266391,c870024,souvenir,5,58.65,28-02-2023,istinye park
i760290,c189683,books,4,60.6,08-01-2023,metropol avm
i193336,c130861,toys,3,107.52,14-01-2023,viaport outlet
i166996,c228606,souvenir,4,46.92,04-02-2023,metropol avm
i433688,c324971,technology,4,4200.0,27-02-2023,zorlu center
i876508,c266593,clothing,3,900.24,28-01-2023,forum istanbul
i104769,c245412,shoes,3,1800.51,11-02-2023,metrocity
i297985,c152300,technology,1,1050.0,19-01-2023,istinye park
i212156,c116029,clothing,4,1200.32,07-02-2023,istinye park
i221217,c230139,toys,1,35.84,20-01-2023,metropol avm
i242563,c254044,toys,1,35.84,24-02-2023,kanyon
i182711,c258174,clothing,3,900.24,04-02-2023,viaport outlet
i227743,c194405,clothing,2,600.16,24-02-2023,metropol avm
i144375,c133849,food & beverage,4,20.92,16-01-2023,kanyon
i103203,c137699,toys,3,107.52,04-03-2023,istinye park
i117079,c223099,clothing,1,300.08,27-01-2023,kanyon
i167513,c316886,cosmetics,4,162.64,03-01-2023,metrocity
i319058,c691678,clothing,1,300.08,27-01-2023,istinye park
i104598,c300802,clothing,5,1500.4,22-02-2023,istinye park
i147297,c279009,clothing,1,300.08,25-01-2023,metrocity
i236042,c156861,cosmetics,1,40.66,09-02-2023,mall of istanbul
i143617,c447390,food & beverage,2,10.46,19-01-2023,cevahir avm
i203386,c744677,food & beverage,5,26.15,01-03-2023,zorlu center
i700673,c635660,cosmetics,2,81.32,09-01-2023,mall of istanbul
i653897,c177382,food & beverage,1,5.23,06-03-2023,metrocity
i272195,c253382,food & beverage,3,15.69,27-01-2023,kanyon
i338099,c106117,technology,5,5250.0,22-02-2023,viaport outlet
i135095,c277728,clothing,3,900.24,04-02-2023,viaport outlet
i196110,c166551,clothing,5,1500.4,03-02-2023,kanyon
i267027,c152766,clothing,3,900.24,17-02-2023,viaport outlet
i278640,c275339,clothing,3,900.24,10-02-2023,metrocity
i936222,c275576,clothing,5,1500.4,26-02-2023,viaport outlet
i105122,c132004,shoes,1,600.17,04-02-2023,kanyon
i227173,c123467,clothing,1,300.08,06-03-2023,kanyon
i122632,c837885,food & beverage,2,10.46,03-03-2023,mall of istanbul
i148832,c112115,technology,2,2100.0,21-02-2023,metropol avm
i245026,c153157,food & beverage,3,15.69,08-01-2023,metropol avm
i785859,c250180,clothing,1,300.08,27-02-2023,kanyon
i172488,c910754,food & beverage,3,15.69,15-01-2023,kanyon
i172850,c140756,shoes,1,600.17,29-01-2023,forum istanbul
i226394,c256561,shoes,5,3000.85,27-01-2023,istinye park
i122320,c178384,cosmetics,4,162.64,01-03-2023,kanyon
i285970,c190179,clothing,1,300.08,16-01-2023,viaport outlet
i335926,c212138,clothing,1,300.08,25-02-2023,emaar square mall
i216518,c801613,food & beverage,3,15.69,19-01-2023,metrocity
i323071,c915450,toys,3,107.52,03-02-2023,kanyon
i645506,c140142,toys,1,35.84,07-02-2023,mall of istanbul
i333601,c965850,toys,3,107.52,22-01-2023,istinye park
i211775,c101377,food & beverage,5,26.15,02-02-2023,forum istanbul
i138748,c162054,clothing,2,600.16,26-02-2023,metrocity
i312314,c107987,food & beverage,4,20.92,25-02-2023,emaar square mall
i279621,c228418,food & beverage,1,5.23,04-02-2023,istinye park
i154195,c908773,toys,4,143.36,05-03-2023,kanyon
i260671,c264865,technology,2,2100.0,25-02-2023,viaport outlet
i279166,c163445,food & beverage,3,15.69,18-02-2023,mall of istanbul
i332990,c160252,clothing,4,1200.32,14-01-2023,mall of istanbul
i167895,c218379,cosmetics,4,162.64,16-02-2023,cevahir avm
i181616,c214454,clothing,2,600.16,27-02-2023,viaport outlet
i211556,c323277,shoes,3,1800.51,07-02-2023,mall of istanbul
i113134,c169370,clothing,5,1500.4,01-01-2023,istinye park
i312496,c333121,cosmetics,4,162.64,15-02-2023,kanyon
i661172,c199109,books,5,75.75,30-01-2023,istinye park
i110309,c215722,clothing,2,600.16,23-01-2023,mall of istanbul
i294291,c269696,cosmetics,5,203.3,23-01-2023,zorlu center
i237508,c582445,cosmetics,2,81.32,21-01-2023,istinye park
i145501,c191511,toys,4,143.36,17-01-2023,mall of istanbul
i258816,c155994,clothing,4,1200.32,23-01-2023,mall of istanbul
i318619,c171757,clothing,4,1200.32,08-03-2023,metrocity
i162524,c171691,cosmetics,4,162.64,15-01-2023,forum istanbul
i210882,c163432,shoes,1,600.17,13-01-2023,forum istanbul
i337111,c141652,clothing,3,900.24,12-02-2023,metrocity
i331409,c251083,shoes,4,2400.68,03-02-2023,mall of istanbul
i101865,c248634,clothing,1,300.08,15-01-2023,mall of istanbul
i246061,c284418,cosmetics,5,203.3,17-01-2023,kanyon
i128890,c166265,technology,2,2100.0,23-01-2023,metrocity
i481095,c164285,cosmetics,5,203.3,06-01-2023,mall of istanbul
i221142,c118005,clothing,3,900.24,13-02-2023,mall of istanbul
i135899,c147016,shoes,3,1800.51,17-02-2023,kanyon
i264408,c322584,cosmetics,2,81.32,05-02-2023,metropol avm
i686127,c276262,food & beverage,2,10.46,13-01-2023,emaar square mall
i110911,c227012,clothing,3,900.24,09-01-2023,istinye park
i271406,c196149,cosmetics,1,40.66,03-02-2023,kanyon
i637277,c188136,toys,1,35.84,08-01-2023,metrocity
i599128,c261954,food & beverage,2,10.46,23-02-2023,mall of istanbul
i190751,c132816,food & beverage,1,5.23,30-01-2023,metrocity
i190933,c242763,food & beverage,2,10.46,04-01-2023,metrocity
i257671,c200462,cosmetics,3,121.98,27-01-2023,mall of istanbul
i539150,c620158,clothing,5,1500.4,06-03-2023,metrocity
i879038,c256448,shoes,1,600.17,22-01-2023,mall of istanbul
i142286,c265036,shoes,4,2400.68,27-01-2023,mall of istanbul
i229690,c302140,food & beverage,1,5.23,20-02-2023,metropol avm
i114473,c325050,shoes,2,1200.34,04-01-2023,forum istanbul
i825270,c140467,clothing,2,600.16,20-01-2023,mall of istanbul
i231784,c184279,technology,5,5250.0,10-02-2023,mall of istanbul
i294869,c138212,clothing,3,900.24,02-03-2023,istinye park
i789374,c261583,technology,5,5250.0,05-02-2023,viaport outlet
i732648,c152838,books,4,60.6,25-01-2023,viaport outlet
i155282,c292592,technology,4,4200.0,19-02-2023,kanyon
i868512,c708499,toys,2,71.68,06-01-2023,metrocity
i434025,c233258,food & beverage,2,10.46,01-03-2023,kanyon
i121110,c222722,shoes,2,1200.34,10-02-2023,mall of istanbul
i884495,c145826,food & beverage,3,15.69,27-01-2023,istinye park
i538752,c168008,cosmetics,4,162.64,28-02-2023,metropol avm
i491810,c117452,books,4,60.6,15-01-2023,metropol avm
i268506,c308533,clothing,4,1200.32,03-03-2023,mall of istanbul
i165654,c594337,clothing,5,1500.4,02-03-2023,zorlu center
i189166,c261856,cosmetics,2,81.32,05-03-2023,kanyon
i266074,c235354,clothing,4,1200.32,08-01-2023,metrocity
i650708,c125402,food & beverage,1,5.23,26-01-2023,cevahir avm
i245989,c932356,clothing,1,300.08,27-01-2023,mall of istanbul
i214499,c118596,food & beverage,5,26.15,28-02-2023,metropol avm
i329514,c320073,shoes,3,1800.51,20-02-2023,forum istanbul
i261818,c200772,technology,1,1050.0,24-02-2023,metrocity
i334490,c501967,clothing,1,300.08,06-03-2023,istinye park
i149740,c675111,books,5,75.75,26-01-2023,zorlu center
i483991,c130446,clothing,1,300.08,12-02-2023,kanyon
i132262,c223948,clothing,1,300.08,15-01-2023,metropol avm
i223193,c215406,cosmetics,4,162.64,25-01-2023,zorlu center
i826922,c938850,clothing,4,1200.32,03-03-2023,zorlu center
i208867,c249952,cosmetics,2,81.32,09-02-2023,emaar square mall
i197604,c467553,clothing,2,600.16,20-02-2023,istinye park
i243841,c186486,clothing,5,1500.4,24-01-2023,metropol avm
i110254,c203526,food & beverage,2,10.46,07-01-2023,metropol avm
i600222,c703338,clothing,1,300.08,07-01-2023,mall of istanbul
i321898,c234120,cosmetics,5,203.3,18-01-2023,emaar square mall
i398885,c432763,cosmetics,3,121.98,22-02-2023,zorlu center
i493539,c237094,cosmetics,1,40.66,13-02-2023,emaar square mall
i329049,c655155,clothing,3,900.24,04-02-2023,mall of istanbul
i301972,c293587,technology,3,3150.0,07-02-2023,mall of istanbul
i215883,c289665,technology,2,2100.0,07-01-2023,mall of istanbul
i437827,c169168,cosmetics,5,203.3,14-02-2023,kanyon
i233465,c142237,clothing,5,1500.4,06-03-2023,metrocity
i907490,c218713,clothing,1,300.08,04-03-2023,mall of istanbul
i527911,c862694,souvenir,2,23.46,25-01-2023,metropol avm
